C�digo;CNPJ/CPF/CIE
18980;07.421.132/0001-36
18981;34.636.594/0001-43
18982;27.728.244/0001-41
18983;19.399.104/0004-91
18986;19.573.153/0001-56
18987;19.665.777/0001-01
18989;19.210.435/0001-99
18990;33.418.405/0001-01
18991;24.205.589/0001-22
18993;01.188.733/0001-64
19005;00.560.463/0001-08
19006;02.149.857/0001-01
19007;21.339.425/0001-08
19008;22.931.479/0001-12
19009;06.265.681/0001-04
19010;01.086.433/0001-74
19012;25.389.909/0001-04
19013;11.404.099/0001-03
19014;03.699.373/0001-90
19015;22.938.422/0001-45
19016;26.439.871/0001-08
19017;52.186.640/0001-31
19019;60.746.948/0129-86
19022;28.622.744/0001-67
19037;03.195.636/0002-05
19047;30.493.291/0001-68
19048;31.037.040/0001-31
19051;34.161.502/0001-16
19052;28.815.271/0001-14
19055;04.656.185/0006-52
19057;17.262.213/0001-94
206559;66.401.605/0001-00
19059;11.033.856/0001-80
19060;05.913.676/0001-90
19061;17.716.391/0001-48
19062;33.158.874/0010-11
19063;33.303.823/0001-45
19070;24.791.787/0001-15
19071;15.034.466/0001-85
19072;13.783.001/0001-00
19073;13.347.016/0001-17
19074;25.036.200/0001-25
19075;06.990.590/0001-23
19076;13.021.784/0001-86
19099;27.967.824/0001-91
19100;62.948.658/0001-87
19101;04.626.152/0006-60
19102;13.126.436/0001-73
19103;10.866.826/0001-91
19104;17.194.994/0001-27
19106;33.793.176/0001-05
19107;31.915.677/0001-83
19110;10.013.849/0001-53
19111;18.670.828/0004-65
19112;04.625.030/0001-44
19113;18.456.539/0001-15
6994416;25.306.472/0001-06
19160;13.427.325/0001-05
19233;68.067.446/0021-10
19234;31.585.028/0001-61
19235;03.867.312/0001-95
19275;04.969.012/0001-80
19277;20.353.275/0001-16
6947791;28.832.531/0001-60
19304;25.567.140/0005-09
19305;23.860.354/0001-01
19306;30.495.471/0001-89
19307;30.194.816/0001-64
19308;33.412.792/0001-60
19309;75.154.385/0001-40
19310;02.787.879/0001-99
19312;30.278.846/0001-59
19313;18.037.943/0001-54
19314;24.975.944/0001-42
19315;13.877.209/0001-80
19316;11.021.922/0001-00
19317;01.258.027/0001-41
19318;19.758.362/0001-74
19319;11.724.241/0001-08
19322;05.270.324/0001-63
19323;23.840.655/0001-73
19324;71.239.248/0001-58
19336;10.709.424/0001-83
19337;32.487.129/0001-62
19338;13.832.729/0001-76
19353;03.670.744/0001-01
19369;01.200.714/0001-06
354465;05.048.854/0001-61
19370;19.712.330/0001-38
19371;29.613.020/0001-10
19417;05.796.486/0001-30
6996314;14.926.337/0001-39
19527;33.993.313/0001-47
19526;30.683.536/0008-96
19528;03.522.031/0001-09
19530;21.284.001/0001-85
19532;28.802.462/0001-41
19533;10.685.009/0001-37
19537;20.160.709/0001-61
19544;01.530.329/0001-27
19545;22.609.453/0001-52
19546;04.449.030/0041-28
19559;29.260.721/0001-12
19563;07.227.377/0001-27
19566;02.461.508/0001-12
19567;25.383.656/0001-61
19568;04.200.359/0001-63
19572;17.155.730/0001-64
19574;01.937.817/0001-53
19586;22.351.221/0001-47
19587;29.737.368/0001-19
19588;01.754.239/0008-96
19589;04.270.778/0001-71
19590;19.914.855/0001-56
19591;27.489.125/0001-83
19592;07.298.069/0001-92
19593;08.351.293/0001-63
19594;15.530.539/0001-20
19595;31.838.954/0001-00
19597;35.620.471/0001-87
19596;22.440.263/0002-35
19598;21.366.663/0001-02
19599;35.059.321/0001-46
19635;05.279.645/0001-29
19636;07.302.012/0001-10
19637;26.752.471/0001-40
19638;20.582.375/0003-86
19694;33.980.791/0001-12
19696;16.627.283/0001-36
19697;19.239.721/0001-87
19698;61.287.546/0018-08
19695;15.689.226/0001-19
19699;14.249.482/0001-22
19700;24.144.848/0001-52
19701;09.076.173/0001-68
19702;03.083.231/0018-42
19706;01.616.837/0001-22
19703;23.000.864/0001-09
19704;03.952.525/0003-87
19785;04.626.152/0001-55
19709;06.098.135/0001-18
19758;03.101.576/0001-33
19765;58.423.229/0001-19
19772;09.303.353/0003-05
6917066;35.789.160/0002-27
19773;17.469.701/0150-18
19774;17.320.148/0001-06
19775;22.104.045/0001-49
19783;21.263.540/0001-38
19784;04.704.044/0001-53
19786;14.211.994/0001-08
19787;17.171.612/0005-73
19788;11.741.341/0001-34
19789;42.846.634/0001-00
19796;19.398.924/0001-16
19797;41.736.505/0001-04
19798;68.524.644/0001-12
19799;05.347.060/0006-03
19800;11.941.449/0001-70
19801;05.094.788/0001-66
19803;35.300.873/0001-02
19805;06.093.749/0001-07
19806;26.984.060/0001-80
19807;04.278.984/0001-28
19808;19.887.163/0001-66
19809;05.786.956/0001-84
19810;06.130.273/0001-37
19811;06.161.205/0001-35
19812;66.316.241/0001-52
19813;09.264.194/0001-07
19816;14.900.646/0001-30
19817;13.763.291/0001-11
19819;21.899.286/0001-69
19820;17.171.612/0007-35
19821;64.265.747/0001-54
19822;16.845.701/0001-61
19823;03.842.335/0001-45
19824;02.048.371/0001-79
19825;04.289.574/0001-82
19826;34.180.192/0001-87
19827;32.906.006/0001-19
19828;26.192.749/0001-71
19829;11.002.504/0001-67
19914;23.704.370/0001-05
19918;00.000.000/0000-90
19920;30.480.504/0001-17
356931;39.455.189/0001-42
19936;33.153.327/0001-52
19937;21.102.967/0001-54
19938;28.481.219/0008-45
19987;26.786.573/0001-86
19988;10.944.992/0001-69
19989;92.341.312/0001-87
19991;16.928.871/0036-30
19992;26.588.821/0001-84
19993;33.045.555/0001-09
256293;22.138.436/0001-84
20187;11.823.435/0001-52
20267;00.028.986/0010-07
20268;35.539.475/0001-35
20269;26.390.229/0001-73
20289;10.814.236/0001-15
20293;10.261.106/0001-00
20294;03.539.770/0001-03
20299;11.460.665/0006-09
20300;18.353.008/0001-05
328719;06.040.690/0001-99
6917067;14.495.150/0001-28
20325;19.221.229/0001-84
20326;25.153.072/0001-08
20327;35.737.762/0001-50
2625199;00.233.065/0041-74
20390;35.198.517/0001-11
20392;61.585.865/2141-19
20393;21.765.751/0002-50
20394;26.718.047/0002-60
20395;61.037.537/0006-25
20396;02.945.086/0001-50
7013546;07.379.201/0001-90
20397;17.607.550/0001-76
20398;67.620.377/0080-18
20399;01.613.433/0105-71
20400;26.646.895/0001-20
20401;07.384.865/0001-48
20402;24.156.949/0001-43
20403;17.676.362/0001-08
20404;07.538.355/0001-88
20405;09.719.752/0001-81
20406;14.551.685/0001-79
20407;26.244.507/0001-84
20408;26.103.866/0021-65
50730;01.723.086/0001-43
2625007;34.560.360/0001-60
20560;02.546.297/0001-10
20604;07.686.575/0001-59
20611;11.723.464/0001-42
20622;01.195.269/0001-33
20691;02.546.297/0003-82
20718;08.404.654/0001-92
20738;11.202.356/0001-24
20741;00.033.767/0001-17
20746;23.936.211/0001-36
20747;15.498.804/0001-30
20748;07.620.907/0002-83
20749;19.447.903/0001-43
20750;02.023.726/0001-75
20751;08.369.442/0001-11
20753;42.911.230/0001-52
20754;66.550.054/0002-10
20755;04.737.552/0034-04
20756;23.278.396/0001-39
20796;06.057.223/0371-72
20797;34.437.378/0001-79
20798;05.558.046/0001-44
45500;33.738.029/0001-24
20875;02.571.863/0001-44
20881;33.784.495/0001-46
20882;11.683.999/0002-18
20883;35.383.625/0001-64
20884;34.651.228/0001-63
20885;33.417.445/0002-01
20886;20.793.192/0001-48
20887;31.084.792/0001-53
20889;24.415.230/0002-60
20890;21.702.744/0001-28
20891;25.308.223/0001-41
20892;35.783.318/0001-70
20893;17.412.406/0001-84
20894;27.777.759/0001-31
20895;03.773.834/0038-10
20896;08.072.376/0001-13
20897;15.138.043/0001-05
20898;42.816.108/0001-05
20899;25.317.058/0001-94
20900;20.613.747/0001-22
20901;21.657.778/0001-48
20902;08.446.428/0001-74
20903;19.972.249/0020-50
20904;53.155.594/0001-76
20905;10.616.554/0001-71
20906;17.756.950/0001-43
20907;42.936.815/0001-27
20908;10.857.153/0001-03
20909;19.712.173/0001-60
20910;01.679.214/0001-07
20911;04.635.276/0001-05
20912;19.961.036/0001-60
20913;05.795.285/0001-18
20914;07.476.315/0001-59
20915;30.423.999/0001-42
20916;21.605.226/0001-96
20917;18.864.083/0001-22
20918;07.226.636/0001-03
20919;21.416.046/0001-66
20920;13.511.911/0001-25
20921;27.034.535/0001-30
20922;33.809.114/0001-36
20923;89.823.918/0005-78
20924;20.147.617/0006-56
20925;65.293.383/0022-03
20926;22.236.068/0012-60
20927;20.147.617/0051-00
20928;43.244.631/0030-01
20929;20.147.617/0020-04
20930;29.358.706/0001-01
20931;95.591.723/0045-30
20932;07.020.236/0011-00
20933;10.784.589/0001-10
20934;05.543.757/0002-26
20935;01.313.823/0001-30
20936;86.442.720/0005-56
20937;20.026.779/0001-21
20938;03.195.636/0001-24
20939;48.740.351/0048-29
20940;95.591.723/0120-44
20941;48.740.351/0124-14
20942;95.591.723/0011-90
20943;53.237.962/0029-26
20944;10.970.887/0002-85
20945;01.149.980/0001-51
20946;11.964.184/0004-79
20947;89.823.918/0002-25
20948;21.436.466/0001-04
20949;89.823.918/0003-06
20990;10.621.023/0001-77
150845;18.485.037/0001-12
21028;02.143.363/0001-01
21029;00.133.858/0001-24
21030;15.436.940/0001-03
21031;22.545.171/0001-39
21032;08.718.431/0001-08
21034;35.755.018/0001-88
21035;17.606.357/0001-10
21039;34.429.185/0001-76
21040;20.608.494/0001-07
21041;04.884.082/0001-35
21047;82.446.394/0001-70
21059;97.512.966/0001-40
21078;20.772.369/0001-20
21080;35.637.270/0001-92
21081;24.879.803/0001-26
21083;21.164.459/0001-09
21084;30.013.912/0001-69
21087;25.044.136/0001-24
21088;25.950.999/0001-60
21089;14.068.605/0001-29
21094;32.411.538/0001-85
21096;23.781.235/0001-63
21099;08.953.685/0001-00
21101;08.517.655/0001-43
21103;19.903.755/0001-24
21104;35.592.836/0001-07
21106;33.347.619/0001-26
21107;76.487.032/0019-54
21108;31.088.494/0001-31
21110;09.499.983/0001-27
21111;05.768.244/0002-13
21113;17.796.730/0001-43
21114;22.593.972/0001-70
21115;08.371.609/0001-89
21116;35.847.397/0001-36
21117;30.977.712/0001-26
21118;29.940.612/0001-46
21119;22.453.585/0002-19
21120;27.123.909/0001-93
21124;17.650.039/0001-57
21129;10.340.626/0001-09
21130;56.995.541/0001-51
21131;35.508.098/0001-77
21132;33.709.196/0001-47
35741;26.794.288/0001-07
27514;26.475.377/0001-90
374109;17.463.456/0013-24
27515;17.303.215/0001-84
27516;21.002.506/0001-00
27517;30.234.050/0001-02
27865;30.268.618/0001-06
30119;27.093.558/0012-78
35815;17.463.456/0003-52
35889;95.591.723/0029-10
35890;20.147.617/0055-34
35891;16.849.231/0021-58
35892;04.666.203/0001-72
35894;33.671.309/0001-62
38599;25.855.834/0001-00
38600;27.168.837/0001-09
38601;32.533.944/0001-10
39407;13.744.177/0001-44
6974514;00.927.399/0001-50
41315;10.835.496/0001-77
42558;30.981.407/0001-08
44024;14.819.647/0001-54
44025;60.746.948/0161-16
44031;07.005.330/0001-19
45059;26.230.078/0001-96
45071;07.251.489/0001-13
45080;23.048.231/0001-70
45344;13.176.021/0001-04
45402;05.271.289/0001-05
45431;07.939.296/0026-08
45474;09.176.237/0001-00
45478;07.191.014/0001-89
45479;07.843.950/0001-27
45501;04.062.936/0001-06
45502;15.336.711/0001-09
45503;25.908.898/0001-21
45504;10.808.894/0001-02
45505;10.920.331/0001-01
45506;15.649.751/0001-00
45507;14.409.389/0001-38
45508;14.976.746/0001-40
45509;01.691.465/0001-07
45510;15.649.751/0002-91
45511;13.668.474/0001-58
45512;33.592.510/0044-94
6951635;31.343.733/0001-52
45544;25.159.448/0001-83
45545;22.161.240/0001-00
45546;05.144.095/0001-30
45547;34.371.246/0001-91
45548;08.973.478/0001-00
45549;20.090.106/0001-30
45569;20.468.526/0001-08
45570;31.374.084/0001-57
45633;17.973.587/0001-18
45635;06.299.406/0001-01
45636;18.189.547/0001-42
45642;31.858.185/0001-01
45657;19.106.462/0001-16
45658;02.261.916/0001-20
45659;34.657.818/0001-01
45660;82.889.619/0001-63
45662;06.912.741/0001-25
45667;14.345.453/0001-64
45669;24.302.656/0001-27
45670;17.574.568/0001-19
45671;31.656.114/0001-18
354466;33.000.092/0038-50
45672;27.419.026/0001-25
45673;34.890.036/0001-00
45674;53.617.676/0005-19
45675;45.795.796/0002-35
45676;17.061.748/0001-05
45679;02.633.281/0002-26
45685;93.899.359/0001-23
45686;07.335.996/0006-40
45687;09.595.247/0001-72
45688;19.273.880/0001-06
6916513;13.020.173/0004-66
45689;07.932.725/0001-67
45690;34.091.088/0001-16
45691;04.440.002/0001-52
45692;01.516.787/0001-01
45693;02.950.388/0001-17
45694;36.280.744/0001-54
45695;04.359.413/0001-18
45696;28.127.097/0001-17
45697;34.824.080/0002-00
45698;08.856.291/0001-26
45699;03.390.894/0001-61
45700;28.814.996/0001-98
45702;05.430.796/0002-17
45705;17.375.195/0001-57
45707;36.098.248/0001-84
45709;16.939.019/0018-86
45714;28.600.559/0042-40
45715;26.963.237/0001-61
45716;05.565.934/0001-94
45718;23.816.340/0001-90
45719;11.976.841/0001-55
45720;20.530.232/0001-69
45721;35.434.844/0001-25
45723;06.241.446/0001-94
45725;05.782.700/0001-07
45728;21.733.476/0001-01
45729;03.122.641/0001-07
45743;34.471.034/0001-86
45747;30.065.993/0001-40
45751;25.406.228/0001-07
45752;33.347.548/0001-61
45754;20.317.047/0001-90
45755;02.075.227/0002-02
45756;17.194.994/0004-70
45757;30.719.842/0001-69
45758;22.139.372/0001-36
45759;43.648.971/0049-08
45760;06.752.049/0002-68
45762;25.695.602/0001-31
45769;22.389.787/0001-68
45771;22.390.272/0001-88
45775;23.071.152/0001-80
45776;66.378.134/0003-10
45786;32.907.960/0001-26
45789;27.449.904/0001-55
45791;35.017.520/0001-91
45792;20.631.103/0001-67
45796;08.998.586/0001-37
6984330;38.731.036/0001-18
45800;09.252.646/0004-83
45801;19.695.030/0001-98
45802;23.360.605/0005-12
45803;26.216.808/0001-02
45804;28.028.581/0001-99
45805;35.156.192/0001-04
45806;47.674.429/0004-70
46293;32.311.988/0001-04
46294;20.860.717/0001-10
46295;25.239.869/0001-14
46287;01.933.661/0001-32
46288;07.563.526/0001-29
46289;14.892.124/0001-33
46290;29.288.751/0001-37
46291;33.041.260/0762-25
46296;64.700.735/0002-91
46297;66.378.134/0004-00
46298;02.043.201/0001-00
46299;34.294.264/0002-06
46301;14.902.417/0001-54
46303;14.274.947/0002-86
46304;01.325.023/0001-39
46305;61.652.608/0001-95
46306;56.883.820/0002-04
46307;75.339.051/0001-41
46309;24.784.095/0001-40
46310;01.335.408/0001-87
46311;19.159.201/0001-64
46312;16.595.590/0001-82
46313;48.740.351/0002-46
46314;21.227.734/0001-88
46315;11.272.364/0001-47
46316;08.596.635/0002-96
46317;20.949.948/0001-03
46318;01.554.846/0001-36
46319;18.179.206/0001-96
46320;61.413.282/0023-59
46321;13.404.797/0001-34
46336;15.127.497/0001-80
46337;20.963.351/0037-16
46338;30.690.133/0001-06
46339;05.135.535/0001-93
317412;15.570.965/0001-97
46362;33.639.538/0001-08
46300;01.374.729/0001-90
46302;03.548.440/0001-76
46308;07.042.085/0001-10
46368;11.047.649/0003-46
2625089;17.469.701/0104-82
46371;21.827.636/0001-81
252849;03.960.018/0001-23
46396;09.551.472/0001-07
46397;19.391.253/0001-61
46398;26.703.930/0001-03
50652;10.145.141/0001-56
50653;13.877.977/0001-33
50662;00.057.359/0002-86
50663;08.809.189/0001-70
50664;03.790.761/0001-82
50665;00.076.576/0001-32
50666;03.774.622/0001-65
206570;13.020.327/0001-77
50719;54.183.587/0006-55
50722;04.444.199/0001-06
50723;03.090.813/0001-08
53411;36.222.539/0001-32
53412;61.286.613/0018-70
53413;32.318.200/0001-83
53414;07.661.319/0001-07
53415;42.804.088/0001-44
53416;43.648.971/0053-86
6994417;28.558.471/0001-39
6928849;34.038.099/0001-32
357370;12.460.530/0001-00
53441;05.010.382/0001-58
53442;07.051.313/0001-18
53447;00.869.683/0001-18
53448;81.372.070/0001-72
53449;67.620.377/0001-14
53452;20.686.498/0001-03
53458;31.966.010/0001-00
6921379;11.197.984/0001-69
53461;26.112.155/0001-03
53462;20.021.522/0001-87
53463;20.827.952/0003-52
53465;07.206.816/0046-17
53501;11.793.343/0001-77
53547;35.125.456/0001-62
53548;34.750.462/0001-48
53552;10.603.559/0001-60
53558;15.187.887/0001-46
53561;04.260.760/0001-99
53563;17.546.038/0001-67
53568;30.346.115/0001-01
53569;31.163.766/0001-10
53570;19.873.813/0001-14
53571;36.113.726/0001-88
53573;22.890.173/0001-65
53574;18.821.334/0002-72
53575;24.477.305/0001-57
53576;08.986.444/0001-50
53577;93.346.153/0001-76
53579;19.795.770/0001-04
53581;04.355.360/0001-67
53582;35.484.625/0001-50
53583;86.575.925/0001-86
53584;23.659.843/0001-08
53589;23.094.991/0001-14
53592;19.105.518/0001-18
53593;71.375.356/0001-58
53594;29.603.799/0001-92
53595;36.120.417/0001-35
53596;25.263.126/0001-80
53597;23.378.893/0001-09
53602;49.732.175/0040-99
53603;33.309.685/0001-01
361219;02.712.130/0001-82
53643;07.907.190/0001-74
53644;01.611.522/0001-92
53645;27.462.720/0001-25
53646;12.670.438/0001-66
6915875;23.837.674/0001-40
53666;23.377.031/0001-61
53667;34.790.420/0001-30
53668;10.219.211/0001-73
53671;30.837.002/0001-09
53673;90.030.156/0010-07
53672;31.847.525/0001-90
56821;18.551.192/0001-90
53675;90.030.156/0005-31
53676;05.784.828/0001-00
56822;36.048.667/0001-01
56819;42.893.818/0001-20
56820;30.020.970/0001-10
56831;15.234.038/0001-04
56901;42.429.480/0001-50
56941;26.172.371/0001-44
56944;60.869.203/0001-40
56956;10.515.285/0001-57
56945;22.719.686/0012-60
56946;42.989.491/0003-57
56947;09.227.962/0001-52
56948;02.697.297/0003-83
56955;05.848.062/0001-71
56957;32.562.695/0001-91
56958;15.557.757/0001-58
56959;33.954.482/0001-78
56961;97.837.181/0022-71
56962;74.562.745/0001-80
56963;19.027.511/0001-25
56964;03.840.986/0026-54
56965;14.675.270/0002-98
56966;02.517.808/0002-57
56967;82.240.821/0001-60
56968;27.485.374/0001-09
56969;17.884.560/0001-59
56970;31.484.498/0001-39
56971;31.378.719/0001-94
56972;30.560.205/0001-92
56973;55.186.423/0001-30
66788;61.143.632/0001-07
56974;81.766.156/0001-80
56975;12.602.583/0001-00
56976;00.145.602/0001-37
56977;60.642.774/0001-48
56978;01.555.163/0001-01
56981;17.440.409/0001-21
56983;01.489.122/0001-56
56984;05.359.439/0001-29
56985;07.826.661/0002-09
56986;12.602.628/0001-46
56987;22.307.497/0001-28
56988;06.202.354/0001-03
56991;11.074.478/0001-82
56996;00.393.826/0001-68
56999;23.007.673/0001-79
57000;04.899.663/0002-21
57043;10.788.953/0001-10
57036;06.137.717/0001-66
57037;57.660.961/0003-01
57038;02.233.424/0001-21
57039;04.552.038/0001-28
57040;13.518.309/0002-09
57041;17.271.446/0001-53
57042;78.331.899/0001-12
57044;19.199.348/0035-27
57045;22.883.593/0008-90
57046;13.043.660/0001-00
57047;13.626.992/0001-09
57048;54.174.354/0001-81
57049;17.463.456/0002-71
57050;02.350.315/0002-75
57051;06.048.263/0001-57
57052;06.349.754/0001-38
57053;10.319.331/0001-42
57054;89.823.918/0024-30
57055;21.472.300/0001-43
374110;01.599.101/0024-80
57100;17.325.709/0001-60
57101;34.429.398/0001-06
57102;02.568.128/0001-81
57103;04.649.305/0001-80
57104;21.880.515/0001-01
57105;07.564.843/0001-60
57121;01.550.221/0001-04
57123;11.316.782/0001-99
57125;31.809.448/0001-84
57126;34.274.233/0001-02
57127;03.702.543/0001-49
57134;07.765.264/0001-85
356932;40.348.340/0001-22
57162;00.524.205/0001-76
57165;15.279.665/0001-53
57166;36.194.432/0001-28
59980;35.874.465/0001-56
59981;50.429.810/0001-36
59986;23.889.142/0001-57
59987;42.885.285/0001-35
6982617;78.023.116/0001-33
61308;24.021.504/0001-56
61311;32.704.597/0001-41
61312;20.826.444/0001-98
61313;17.131.471/0001-31
61314;13.188.663/0001-23
66789;97.837.181/0021-90
66790;04.290.926/0001-10
66791;00.626.009/0001-02
66792;16.859.647/0001-03
66793;11.416.814/0001-28
66794;23.307.549/0001-29
66795;10.966.235/0001-96
66796;01.945.461/0001-08
66797;20.513.815/0001-81
66798;09.634.873/0001-20
66799;24.142.737/0001-07
66800;08.157.690/0001-07
66802;21.516.257/0008-47
66816;05.795.108/0001-31
69578;14.438.119/0001-55
69579;19.337.068/0001-99
72425;21.035.159/0001-11
75162;09.282.293/0001-11
75163;32.968.152/0001-79
75164;35.829.702/0001-67
77882;25.268.391/0001-50
80604;29.226.865/0001-52
80605;28.281.176/0002-69
80606;36.317.047/0001-20
80607;73.012.411/0001-70
80608;10.781.675/0001-79
80609;15.581.467/0001-40
80610;20.224.002/0001-71
80611;34.151.100/0062-52
80612;17.651.155/0001-90
80613;02.035.105/0008-88
80614;16.576.318/0001-55
80615;01.483.661/0001-88
80617;22.440.056/0001-08
83351;35.034.277/0001-10
83361;31.936.264/0001-85
83370;42.898.825/0011-97
86162;25.923.913/0001-00
88885;05.134.355/0004-30
88905;30.927.250/0001-32
88906;10.530.912/0001-29
6919417;03.112.879/0001-51
356933;37.527.683/0001-40
88912;15.319.140/0001-02
88926;71.208.516/0191-93
88927;10.498.304/0001-84
88928;00.754.526/0001-67
88929;14.380.200/0001-21
88930;18.218.909/0001-86
90282;91.495.473/0001-62
90288;05.457.421/0001-60
90290;34.954.371/0001-24
90306;25.150.413/0001-83
90328;07.504.307/0001-79
90367;31.377.097/0001-80
90373;34.896.099/0001-73
88931;28.168.102/0001-30
88932;28.168.102/0004-82
90374;41.739.954/0001-06
90375;34.446.903/0001-12
90376;17.256.512/0169-77
90378;29.196.180/0004-53
90379;03.142.911/0001-41
90380;07.346.478/0001-17
90382;28.942.188/0001-06
90384;13.945.366/0001-85
90386;35.059.698/0001-03
90402;01.612.370/0001-42
90426;00.460.408/0001-46
93204;03.647.755/0001-70
93205;00.634.997/0001-31
93209;05.302.623/0001-32
93228;22.022.554/0001-22
93231;97.552.126/0001-00
93232;07.390.957/0001-30
93233;02.362.983/0001-31
93234;29.207.634/0001-00
93235;04.208.483/0001-75
